"date","origin_country","destination_country","product","duration","units","amount"
"2011-09-30","NU","PW","Sweet Potatoes",13.77,88,1144
"2011-09-30","CC","PG","Ginger",52.61,73,657
"2011-09-30","IN","TK","Cauliflower",81.68,18,270
"2011-09-30","HT","CA","Okra",15.02,49,294
"2011-09-30","IL","LI","Sweet Corn",60.15,48,576
"2011-10-01","PN","NC","Onions",57.26,38,228
"2011-10-01","CK","BN","Broccoli",24.79,8,112
"2011-10-02","YT","NR","Cauliflower",89.8,23,115
"2011-10-02","TL","TW","Black Olives",68.45,55,440
"2011-10-03","DM","nan","Turnips",88.22,19,266
"2011-10-03","BE","JE","Sugar Snap Peas",53.65,39,273
"2011-10-04","CO","AG","Peas",32.24,24,312
"2011-10-04","SH","CF","Pomegranates",97.76,75,1125
"2011-10-04","UG","BJ","Strawberries",23.31,9,108
"2011-10-04","HN","LK","Black Currants",27.26,61,427
"2011-10-05","CM","TC","Mangoes",3.19,30,300
"2011-10-05","BG","NO","Concord Grapes",44.01,87,957
"2011-10-05","UA","AS","Grapefruit",96.11,84,672
"2011-10-05","LI","HU","Purple Asparagus",49.32,72,504
"2011-10-06","TW","TH","Red Grapes",29.02,49,441
"2011-10-06","ME","VU","Dried Plums",48.92,40,600
"2011-10-06","CD","MZ","Red Onions",90.12,45,540
"2011-10-07","SR","FO","Peaches",45.06,61,732
"2011-10-07","AG","DK","Golden Kiwifruit",95.14,59,590
"2011-10-07","CF","GQ","Red Peppers",45.44,81,486
"2011-10-07","IT","VC","Grapefruit",62.63,57,399
"2011-10-07","RO","GA","Concord Grapes",53.67,5,40
"2011-10-08","CF","VU","Green Peas",89.75,15,120
"2011-10-08","AD","VA","Potatoes (purple fleshed)",66.28,91,1001
"2011-10-08","VU","PH","Radishes",92.81,17,221
"2011-10-09","GB","EG","Avocados",15.14,52,416
"2011-10-09","MK","KY","Brussels Sprouts",20.93,4,40
"2011-10-09","GQ","IQ","Dried Plums",16.38,7,42
"2011-10-09","PE","MK","Yellow Figs",22.9,12,84
"2011-10-09","EE","RO","Green Grapes",38.03,12,144
"2011-10-10","HT","VI","Bananas",65.41,34,374
"2011-10-10","IS","KM","Raisins",13.02,79,1185
"2011-10-10","CV","TD","Yellow Pears",70.29,67,737
"2011-10-11","LC","MQ","Yellow Pears",75.88,95,1045
"2011-10-11","KR","HK","Purple Asparagus",3.01,24,192
"2011-10-11","CO","SM","Grape Juice (100%)",98.8,48,672
"2011-10-11","CG","SY","Strawberries",50.59,76,912
"2011-10-12","FK","CF","Oranges",57.53,67,804
"2011-10-12","CG","NL","Leeks",33.69,89,623
"2011-10-13","KG","BR","Bananas",76.36,66,528
"2011-10-14","YT","RO","Yellow Peppers",15.87,99,1485
"2011-10-15","LU","ZM","Yellow Figs",53.87,47,705
"2011-10-15","MP","GN","Leeks",77.44,45,360
"2011-10-15","AZ","KZ","Green Onions",12.89,40,360
"2011-10-15","HT","HK","Rutabagas",71.85,81,648
"2011-10-16","NF","VU","Yellow Peppers",86.36,9,135
"2011-10-16","SS","IN","Pineapples",90.19,24,336
"2011-10-17","GW","SZ","Shallots",4.39,85,1190
"2011-10-17","HN","QA","Rhubarb",65.25,30,240
"2011-10-17","GE","PG","Tomatoes",16.29,69,759
"2011-10-18","MW","-","Green Peas",20.26,85,510
"2011-10-18","ES","NR","Green Onions",11.69,21,273
"2011-10-18","ML","FJ","Cantaloupe",97.5,97,485
"2011-10-19","BA","WF","Peas",94.27,68,816
"2011-10-19","AU","MP","Yellow Figs",35.29,25,200
"2011-10-19","DK","US","Dates",79.1,15,75
"2011-10-20","BZ","CL","Honeydew",83.53,68,748
"2011-10-20","IE","-","Red Peppers",44.75,23,276
"2011-10-20","EG","DZ","Green Beans",24.4,82,1230
"2011-10-22","RU","TK","Sweet Potatoes",19.82,40,520
"2011-10-22","GD","CF","Peas",28.28,60,540
"2011-10-22","NP","CU","White Peaches",90.26,60,900
"2011-10-24","AL","BF","Pineapples",69.86,90,900
"2011-10-25","HM","SY","Black Salsify",17.21,46,230
"2011-10-25","PA","AO","Red Peppers",9.02,43,258
"2011-10-25","SN","PH","Limes",29.29,33,264
"2011-10-26","IR","RS","Dates",75.71,90,1170
"2011-10-26","UY","TW","Carrots",31.4,66,330
"2011-10-26","EG","CM","Jicama",15.22,19,228
"2011-10-26","BY","PL","Green Peas",66.07,52,520
"2011-10-26","ID","HT","Elderberries",9.24,6,60
"2011-10-27","CF","BI","Raspberries",33.15,76,988
"2011-10-27","PA","PW","Purple Carrots",53.67,3,39
"2011-10-27","YE","JM","Chayote Squash",20.76,45,630
"2011-10-28","TZ","ET","Yellow Tomatoes",89.89,58,290
"2011-10-28","ZW","NE","Ginger",57.56,29,145
"2011-10-29","LS","ST","Watermelon",31.16,24,312
"2011-10-29","AI","GL","Yellow Pears",0.95,70,560
"2011-10-29","LC","SL","Cucumbers",4.34,33,363
"2011-10-30","SV","AD","Yellow Potatoes",69.59,67,871
"2011-10-30","BM","ES","Lettuce",72.07,56,672
"2011-10-30","RU","BN","Purple Cabbage",65.89,71,994
"2011-10-31","UM","AF","Brussels Sprouts",27.3,87,957
"2011-10-31","SM","PE","Cranberries",44.14,15,165
"2011-10-31","KH","NC","Rhubarb",87.42,20,280
"2011-10-31","HT","RS","Jicama",51.72,89,801
"2011-10-31","CF","AW","Honeydew",80.88,23,161
"2011-10-31","IM","HN","Sugar Snap Peas",32.05,78,390
"2011-11-01","MF","MM","Green Apples",53.97,58,754
"2011-11-02","PG","GD","Cape Gooseberries",10.39,35,315
"2011-11-02","SG","DJ","Beets",99.65,50,250
"2011-11-02","GY","AE","Red Apples",62.72,56,448
"2011-11-03","SZ","-","Purple Grapes",28.67,73,730
"2011-11-03","EH","TG","Pineapples",64.91,91,637
"2011-11-04","PR","UA","Dates",69.78,89,712
"2011-11-04","BV","SM","Potatoes (purple fleshed)",12.27,58,754
"2011-11-04","WS","MG","Sugar Snap Peas",47.56,59,472
"2011-11-04","WS","SI","Grapefruit",72.96,94,1222
"2011-11-04","WS","RS","Concord Grapes",67.33,43,473
"2011-11-04","VU","BB","Artichokes",84.55,76,380
"2011-11-05","MU","ME","Asparagus",38.38,31,434
"2011-11-05","CG","OM","Dates",24.97,42,420
"2011-11-05","MP","AM","Peas",97.46,92,1196
"2011-11-05","CZ","GR","Zucchini",62.3,71,852
"2011-11-05","ZM","KM","Mushrooms",33.48,62,434
"2011-11-06","AS","AT","Cranberries",99.78,84,924
"2011-11-06","SY","BE","Carrots",62.33,81,1053
"2011-11-06","CC","KZ","Kohlrabi",25.78,97,776
"2011-11-06","TM","ZW","Radishes",29.7,9,72
"2011-11-07","CA","UZ","Parsnips",53.22,84,420
"2011-11-07","IL","ER","Purple Belgian Endive",70.63,50,350
"2011-11-07","GY","UA","Purple Asparagus",80.46,64,896
"2011-11-07","BB","JM","Spinach",17.35,62,620
"2011-11-07","TD","MG","Blackberries",3.58,60,720
"2011-11-07","SX","LU","Sweet Potatoes",40.47,37,259
"2011-11-08","AI","ME","Plums",13.47,54,540
"2011-11-08","LC","DM","White Nectarines",4.13,47,376
"2011-11-08","PN","RS","Dried Plums",91.28,94,470
"2011-11-09","BM","LV","Green Onions",64.41,26,286
"2011-11-09","MU","HR","Turnips",75.23,10,120
"2011-11-09","AG","MM","Yellow Pears",76.6,65,650
"2011-11-09","BY","AT","Endive",64.32,70,420
"2011-11-11","nan","UY","Chinese Cabbage",68.18,42,294
"2011-11-11","PR","MA","Asparagus",33.63,37,555
"2011-11-11","NF","AM","Blueberries",96.15,77,539
"2011-11-11","NF","QA","Broccoli Rabe",84.43,21,231
"2011-11-12","SM","NP","Tomatoes",31.02,53,689
"2011-11-12","SO","PS","Purple Grapes",41.18,13,169
"2011-11-12","TC","GY","Pineapples",98.01,55,495
"2011-11-13","HM","EC","Grapefruit",20.12,16,176
"2011-11-13","LR","NU","Blackberries",19.96,35,455
"2011-11-13","YT","PL","Green Apples",43.29,37,518
"2011-11-13","KI","MC","Okra",2.63,57,798
"2011-11-14","HT","CY","Yellow Winter Squash",77.2,74,370
"2011-11-14","YE","GN","Jicama",20.45,65,455
"2011-11-14","VA","AS","Pomegranates",8.78,16,240
"2011-11-14","TZ","GU","Plums",78.32,11,121
"2011-11-14","MM","ZA","Onions",86.24,76,380
"2011-11-15","NL","TZ","Pink/Red Grapefruit",68.85,59,590
"2011-11-15","AT","PE","Sugar Snap Peas",28.46,76,608
"2011-11-15","BE","GF","Yellow Winter Squash",52.41,88,704
"2011-11-15","PY","AL","Raisins",9.23,2,10
"2011-11-15","TR","DZ","Concord Grapes",96.35,91,819
"2011-11-15","KM","PT","Turnips",45.05,43,301
"2011-11-15","IM","KR","Purple Asparagus",70.21,20,300
"2011-11-16","MW","CC","Watercress",41.4,85,850
"2011-11-16","TG","VN","Jicama",58.07,54,432
"2011-11-16","GD","EE","Ginger",33.44,5,40
"2011-11-16","KW","LA","Purple Asparagus",32.25,39,429
"2011-11-17","AL","DJ","Tangerines",86.16,25,375
"2011-11-17","JO","RU","Broccoflower",26.21,26,260
"2011-11-17","GB","MT","Ginger",61.37,39,507
"2011-11-17","MV","TM","Purple Grapes",74.57,85,1020
"2011-11-17","JP","LR","Limes",92.89,73,584
"2011-11-17","NP","RW","Shallots",85.8,89,1157
"2011-11-18","LI","NE","Peas",61.15,48,624
"2011-11-18","MG","BJ","Sweet Potatoes",96.69,18,216
"2011-11-18","PK","MQ","Green Peas",52.17,48,672
"2011-11-18","PK","EH","Okra",22.37,75,975
"2011-11-18","SK","FK","Cauliflower",88.3,58,290
"2011-11-18","BQ","EH","Turnips",23.3,77,924
"2011-11-19","AT","NO","Chayote Squash",45.47,51,510
"2011-11-19","AR","PF","Limes",48.41,3,24
"2011-11-19","MD","KW","Celery",50.14,11,165
"2011-11-19","MY","NU","Beets",9.53,93,1116
"2011-11-19","LI","TK","Yellow Beets",36.98,13,104
"2011-11-19","IT","GU","Watermelon",14.09,66,330
"2011-11-20","TO","LA","Mushrooms",30.42,57,513
"2011-11-20","MR","MH","Radishes",97.99,48,672
"2011-11-21","CG","AG","Endive",63.33,18,216
"2011-11-21","VG","ZW","Red Peppers",77.28,45,405
"2011-11-21","FK","BA","Lettuce",85.03,23,115
"2011-11-22","AD","AU","Leafy Greens",40.66,87,1218
"2011-11-22","LC","GF","Kohlrabi",79.02,44,528
"2011-11-23","CA","CL","Spinach",28.95,1,10
"2011-11-23","FK","NF","Grape Juice (100%)",59.86,74,592
"2011-11-23","FJ","DJ","Yellow Watermelon",51.87,57,627
"2011-11-23","KN","AE","Mushrooms",86.08,25,200
"2011-11-24","AI","BH","Blood Oranges",38.04,60,300
"2011-11-24","BZ","KH","Grape Juice (100%)",29.79,84,1092
"2011-11-25","MS","RW","Papayas",15.52,56,784
"2011-11-26","VG","AU","Celery",81.49,12,144
"2011-11-26","MC","ID","White Corn",96.12,2,30
"2011-11-26","TZ","ET","Potatoes (purple fleshed)",37.76,8,120
"2011-11-26","NE","HK","Red Peppers",9.33,24,168
"2011-11-27","BY","MU","Grape Juice (100%)",59.63,33,231
"2011-11-28","KW","BE","Pomegranates",4.41,76,760
"2011-11-28","SL","CU","Red Peppers",23.2,12,120
"2011-11-28","BA","TC","Cantaloupe",70.51,7,49
"2011-11-29","GM","GW","Kohlrabi",68.75,63,630
"2011-11-29","IS","CM","Purple Grapes",89.9,46,414
"2011-11-29","VC","SM","White Nectarines",64.57,58,754
"2011-11-30","HU","LR","Onions",53.46,41,615
"2011-11-30","SL","BV","Mushrooms",34.59,33,495
"2011-11-30","BW","EH","Purple Carrots",42.03,77,770
"2011-12-01","SD","BI","Dried Plums",62.8,83,913
"2011-12-01","TD","GP","Green Apples",19.05,99,1089
"2011-12-01","PE","SV","Red Grapes",98.66,97,1455
"2011-12-01","SY","BI","Sugar Snap Peas",43.58,57,741
"2011-12-02","MU","CI","Green Cabbage",22.41,64,512
"2011-12-02","MT","HU","Broccoflower",60.16,31,341
"2011-12-02","nan","TM","Purple Asparagus",33.54,27,162
"2011-12-03","KZ","LU","Red Peppers",96.45,36,252
"2011-12-03","LR","LV","Concord Grapes",1.58,64,576
"2011-12-04","SY","UA","Papayas",21.78,50,750
"2011-12-04","AQ","AR","nan",71.66,20,180
"2011-12-05","FO","ET","Purple Peppers",67.02,15,135
"2011-12-06","VG","GP","Endive",95.55,98,1372
"2011-12-06","AF","CK","Chayote Squash",88.91,57,855
"2011-12-06","GU","WS","Grapefruit",62.51,24,192
"2011-12-07","PM","SY","Honeydew",36.84,51,459
"2011-12-08","CR","UM","Sweet Corn",29.45,3,21
"2011-12-09","NR","SX","Spinach",55.82,32,160
"2011-12-09","HR","IQ","Asparagus",75.91,46,230
"2011-12-09","GE","MF","Pink/Red Grapefruit",39.14,84,672
"2011-12-09","WF","ER","Dates",85.48,13,104
"2011-12-10","BI","MK","Beets",59.06,45,450
"2011-12-10","MM","AE","Pomegranates",84.06,95,570
"2011-12-11","MT","AI","Red Pears",86.77,62,434
"2011-12-11","EC","BT","Dried Plums",98.3,96,1440
"2011-12-11","NC","JP","Artichokes",54.12,78,780
"2011-12-11","AD","CD","Eggplant",41.66,13,182
"2011-12-12","MK","GU","Red Onions",42.3,29,290
"2011-12-12","NO","NP","White Corn",4.67,23,322
"2011-12-12","GM","CL","Yellow Winter Squash",21.61,84,420
"2011-12-12","BQ","IL","nan",85.54,65,325
"2011-12-12","NC","HK","Jerusalem Artichokes",34.68,92,460
"2011-12-12","KP","CD","Okra",27.24,67,804
"2011-12-13","TV","QA","Tomatoes",21.69,42,504
"2011-12-13","PY","AG","Green Onions",0.82,82,574
"2011-12-13","SB","AL","Purple Grapes",16.84,16,112
"2011-12-14","DE","MH","Broccoflower",9.21,37,222
"2011-12-14","BN","FR","Garlic",59.36,78,1014
"2011-12-14","PE","IR","Broccoli",21.62,87,957
"2011-12-14","ZW","AF","Dates",11.63,84,1260
"2011-12-15","IL","GP","Radicchio",39.01,75,825
"2011-12-15","CY","KM","Purple Belgian Endive",82.16,6,30
"2011-12-16","GQ","PG","Yellow Pears",40.81,4,40
"2011-12-16","MO","GM","Cape Gooseberries",82.6,2,22
"2011-12-16","LU","RS","Yellow Apples",62.02,6,90
"2011-12-16","SV","DZ","Radishes",66.54,85,850
"2011-12-17","PL","PE","Yellow Apples",0.33,55,275
"2011-12-17","NO","AZ","Pomegranates",62.96,32,256
"2011-12-18","UA","GF","Cauliflower",56.29,68,952
"2011-12-19","KR","TL","Turnips",81.79,63,441
"2011-12-19","NG","LC","Onions",18.12,78,624
"2011-12-20","PF","HU","Onions",49.41,10,110
"2011-12-21","PA","BF","Purple Figs",47.86,33,297
"2011-12-21","PE","GQ","Cranberries",9.5,26,364
"2011-12-21","CI","SN","Lemons",45.36,2,14
"2011-12-21","DM","TO","Tomatoes",66.22,15,225
"2011-12-21","TK","TZ","Yellow Watermelon",80.9,69,690
"2011-12-21","LA","PK","Yellow Apples",40.11,54,432
"2011-12-22","VN","AS","Blackberries",80.0,76,456
"2011-12-23","ES","AL","Papayas",7.93,52,416
"2011-12-23","NC","EH","Radicchio",43.04,33,330
"2011-12-23","MY","IO","Plums",15.66,65,910
"2011-12-23","ET","GL","Dates",81.34,38,190
"2011-12-24","PW","BR","Grape Juice (100%)",24.67,43,215
"2011-12-24","SH","PG","Red Onions",77.99,4,24
"2011-12-24","AM","ET","Green Cabbage",5.9,7,84
"2011-12-25","HR","NL","Yellow Apples",79.1,91,1183
"2011-12-25","BM","AZ","Butternut Squash",4.9,71,497
"2011-12-25","RW","NU","Black Salsify",62.54,47,376
"2011-12-25","SY","ES","Plums",71.16,73,1022
"2011-12-26","GN","CU","Potatoes (White Fleshed)",15.79,95,1425
"2011-12-27","TC","AI","White Nectarines",72.63,77,770
"2011-12-28","TW","NL","Purple Carrots",4.53,78,936
"2011-12-28","PR","PY","Tomatoes",42.56,35,455
"2011-12-28","AT","CI","Purple Figs",27.67,73,438
"2011-12-28","VC","DJ","Raspberries",46.34,10,100
"2011-12-28","GG","RE","Sugar Snap Peas",78.06,35,490
"2011-12-29","NZ","CC","Beets",14.13,29,261
"2011-12-29","GN","GY","Onions",99.15,9,45
"2011-12-29","CF","AZ","Black Olives",21.23,43,516
"2011-12-30","GU","NR","Yellow Beets",42.09,80,720
"2011-12-30","CX","KG","Broccoflower",20.9,72,648
"2011-12-30","UA","GR","Shallots",64.63,59,767
"2011-12-31","MP","SL","Avocados",16.57,43,473
"2011-12-31","SA","JO","Brussels Sprouts",40.15,89,1246
"2011-12-31","AF","RS","Kiwifruit",94.37,33,264
"2012-01-01","PS","SO","Leafy Greens",49.42,26,156
"2012-01-01","TK","AO","Green Grapes",47.19,8,88
"2012-01-01","LY","SV","Yellow Potatoes",18.99,47,658
"2012-01-01","BN","PR","Peaches",57.35,68,816
"2012-01-02","PG","UA","Garlic",54.51,86,1032
"2012-01-02","PW","UM","Spinach",11.18,55,825
"2012-01-02","HR","VI","Yellow Potatoes",52.72,26,130
"2012-01-02","ML","AQ","Honeydew",94.56,20,200
"2012-01-03","SO","DZ","Lemons",47.28,31,310
"2012-01-04","MN","GQ","Red Grapes",43.84,13,91
"2012-01-04","AF","FJ","Artichokes",74.45,13,143
"2012-01-05","US","CI","Chinese Cabbage",23.09,59,472
"2012-01-05","MW","PR","Peaches",50.96,17,85
"2012-01-05","PW","MF","Strawberries",88.93,63,945
"2012-01-05","PK","EH","Pineapples",67.71,66,594
"2012-01-05","MD","VU","Cauliflower",96.54,49,245
"2012-01-06","HU","IT","Butternut Squash",80.17,85,1190
"2012-01-06","KG","CD","Strawberries",36.09,94,940
"2012-01-06","GN","MA","Honeydew",20.46,72,1008
"2012-01-06","MM","IM","Pumpkin",30.08,22,220
"2012-01-07","MD","CR","Pineapples",94.42,81,648
"2012-01-07","EE","LU","Cantaloupe",54.73,85,1105
"2012-01-07","CO","ZW","Purple Figs",80.69,38,380
"2012-01-08","TJ","UA","Asparagus",78.96,26,156
"2012-01-08","KN","DK","Okra",62.94,77,770
"2012-01-08","TG","IR","Green Peppers",95.32,30,330
"2012-01-09","VN","BH","Peaches",10.92,71,355
"2012-01-09","LR","AW","White Corn",42.94,40,560
"2012-01-10","MZ","XX","Yellow Winter Squash",72.02,65,975
"2012-01-11","GT","TN","Plums",90.19,25,325
"2012-01-11","MW","MM","Yellow Peppers",16.8,16,80
"2012-01-12","EG","MH","Pineapples",97.71,68,748
"2012-01-13","FI","BD","Leafy Greens",38.86,29,377
"2012-01-13","EE","BJ","Mushrooms",49.28,82,656
"2012-01-13","XX","MH","Shallots",38.95,42,252
"2012-01-13","DE","MN","Black Olives",67.76,72,576
"2012-01-14","BI","YE","Potatoes (White Fleshed)",27.62,31,217
"2012-01-14","YE","BF","Garlic",4.86,64,384
"2012-01-14","IO","AL","Red Potatoes",9.59,72,1008
"2012-01-15","TG","VI","Peas",17.0,50,400
"2012-01-15","BL","LR","Green Peppers",5.84,9,99
"2012-01-15","GA","GY","Pomegranates",3.73,35,385
"2012-01-15","SX","ME","Grape Juice (100%)",95.09,94,940
"2012-01-15","BT","MG","Yellow Figs",39.08,14,126
"2012-01-15","MO","NF","Potatoes (White Fleshed)",78.57,29,203
"2012-01-16","NG","PG","Green Apples",99.03,72,432
"2012-01-16","GF","AX","Okra",80.55,96,1440
"2012-01-16","JE","PW","Yellow Apples",77.35,5,50
"2012-01-16","IS","GF","Celery",7.65,23,276
"2012-01-17","KG","MW","Ginger",76.67,24,216
"2012-01-17","AL","FR","Concord Grapes",77.5,25,225
"2012-01-17","HU","HR","Lemons",42.95,17,204
"2012-01-17","BJ","TH","Purple Figs",96.97,25,250
"2012-01-17","LI","AG","Onions",51.73,58,870
"2012-01-17","BZ","SA","Persimmons",95.0,7,77
"2012-01-18","IL","MU","Radicchio",55.89,27,162
"2012-01-19","BF","AS","Pumpkin",32.25,35,525
"2012-01-19","TO","PR","Chayote Squash",8.63,30,450
"2012-01-19","HN","NR","Cauliflower",78.29,15,120
"2012-01-19","VU","MQ","Carrots",83.45,66,528
"2012-01-20","TJ","LA","Cherries",57.57,88,1232
"2012-01-20","TO","ME","Leeks",55.97,23,161
"2012-01-21","AR","AR","Kohlrabi",77.22,78,702
"2012-01-21","LC","SN","Oranges",65.05,93,930
"2012-01-22","PT","IT","Yellow Peppers",43.27,48,720
"2012-01-23","HM","MN","Green Peas",94.88,20,260
"2012-01-23","PL","BB","Watercress",8.82,31,279
"2012-01-24","BS","FJ","Plums",34.24,2,12
"2012-01-24","TW","LK","Butternut Squash",31.47,94,1222
"2012-01-25","CZ","LK","Purple Asparagus",2.82,18,90
"2012-01-25","LU","MR","Purple Grapes",5.45,22,176
"2012-01-25","TN","DM","Watermelon",90.88,42,630
"2012-01-25","GH","MQ","Okra",41.71,86,1118
"2012-01-26","AF","RU","Purple Carrots",73.3,30,240
"2012-01-26","TO","UY","Golden Kiwifruit",36.53,86,688
"2012-01-26","BE","TO","Bananas",93.15,83,913
"2012-01-26","PH","CZ","Broccoflower",45.72,42,630
"2012-01-27","BZ","PR","Rhubarb",17.57,57,627
"2012-01-27","PF","AZ","Purple Carrots",57.33,20,100
"2012-01-27","TT","MS","Peas",82.9,1,12
"2012-01-28","TL","VG","Pumpkin",96.63,18,126
"2012-01-28","KI","BT","Green Peas",94.86,49,392
"2012-01-28","KI","NE","Dried Plums",52.14,58,464
"2012-01-28","ME","MF","Brown Pears",55.08,18,270
"2012-01-29","US","PT","Cape Gooseberries",90.57,59,413
"2012-01-29","FI","GA","Mushrooms",32.96,14,70
"2012-01-29","CK","MZ","Purple Asparagus",55.12,5,40
"2012-01-30","JM","MO","Yellow Apples",50.86,24,312
"2012-01-30","CV","HK","Limes",18.71,44,660
"2012-01-30","ZA","MK","Limes",67.06,10,60
"2012-01-31","SG","US","Jerusalem Artichokes",24.42,84,1176
"2012-02-01","ET","KY","Purple Figs",6.78,59,885
"2012-02-01","RO","TR","Turnips",94.43,44,616
"2012-02-01","BZ","MV","Broccoli",13.99,64,960
"2012-02-03","HM","NE","Okra",76.51,27,243
"2012-02-03","NZ","AL","Limes",30.27,51,510
"2012-02-03","NL","MZ","White Nectarines",96.56,9,99
"2012-02-04","LC","NU","Golden Kiwifruit",33.8,39,351
"2012-02-05","YT","TM","Red Pears",87.49,36,180
"2012-02-05","MO","YT","Purple Belgian Endive",65.32,50,250
"2012-02-05","XX","GH","Yellow Winter Squash",31.09,34,476
"2012-02-06","ZW","CM","Eggplant",13.25,58,870
"2012-02-06","IL","TK","Mushrooms",71.32,93,651
"2012-02-07","MO","PK","Eggplant",41.44,12,132
"2012-02-07","FO","TH","Turnips",90.28,89,1157
"2012-02-07","BH","AS","Yellow Potatoes",11.89,23,322
"2012-02-07","PW","MR","Ginger",38.62,46,552
"2012-02-08","BW","CD","Snow Peas",15.65,39,351
"2012-02-09","SA","GR","Dates",41.59,12,72
"2012-02-09","MV","ML","Red Pears",92.4,39,234
"2012-02-09","PA","PG","Kiwifruit",87.15,62,930
"2012-02-10","FR","IN","Broccoflower",23.2,3,27
"2012-02-10","GA","GM","Purple Belgian Endive",28.03,15,150
"2012-02-11","SV","ST","Spinach",19.97,88,528
"2012-02-11","GB","MP","Peaches",53.67,87,957
"2012-02-11","NR","ER","Mangoes",12.09,2,30
"2012-02-11","CZ","AZ","Red Grapes",10.78,17,221
"2012-02-11","EG","AX","Bananas",14.23,46,414
"2012-02-11","HM","FJ","Concord Grapes",22.06,16,192
"2012-02-12","RO","LC","Peaches",8.94,31,341
"2012-02-13","GW","ML","Tangerines",74.97,27,378
"2012-02-13","CU","KH","Chinese Cabbage",95.0,87,870
"2012-02-13","AO","BG","Red Peppers",56.04,91,1365
"2012-02-13","AD","GF","Pineapples",44.36,76,760
"2012-02-14","PL","SV","Turnips",50.2,74,666
"2012-02-15","MS","HT","Yellow Beets",51.39,61,854
"2012-02-15","SB","DE","Turnips",86.13,71,426
"2012-02-16","NF","SD","Blueberries",1.67,69,414
"2012-02-16","KI","CR","Potatoes (White Fleshed)",49.65,44,352
"2012-02-17","AL","PS","Red Onions",80.18,56,784
"2012-02-18","SO","GH","Cherries",10.29,13,169
"2012-02-18","MX","IS","Carrots",58.68,32,256
"2012-02-18","SJ","BL","Elderberries",5.28,79,790
"2012-02-18","ZM","UM","Yellow Apples",21.3,41,533
"2012-02-18","GU","HN","Blackberries",94.63,12,120
"2012-02-18","CZ","BO","Concord Grapes",96.89,93,930
"2012-02-18","ST","GP","Yellow Apples",68.92,58,754
"2012-02-19","CZ","LB","Radishes",17.35,17,85
"2012-02-20","PW","DJ","Grape Juice (100%)",97.01,93,651
"2012-02-20","SR","MQ","Limes",90.54,76,684
"2012-02-21","MA","SB","Yellow Apples",3.11,30,240
"2012-02-21","AE","SS","Pumpkin",32.05,66,858
"2012-02-21","PK","CZ","Pink/Red Grapefruit",12.43,92,1196
"2012-02-21","ST","nan","Bananas",45.59,44,440
"2012-02-21","TW","MU","White Corn",17.75,52,364
"2012-02-22","JM","CR","Purple Belgian Endive",91.78,65,650
"2012-02-22","SR","MT","Purple Asparagus",21.59,20,180
"2012-02-23","MF","RE","Green Apples",15.53,81,972
"2012-02-23","JM","SR","Green Peas",40.11,56,392
"2012-02-23","MK","MA","Limes",60.34,33,297
"2012-02-24","KG","GY","White Corn",26.23,44,308
"2012-02-24","PH","CI","Broccoli Rabe",37.08,11,55
"2012-02-24","GA","SL","Onions",14.0,28,364
"2012-02-25","CC","BG","White Corn",34.41,31,465
"2012-02-25","CV","KR","Plums",57.2,17,221
"2012-02-25","LU","BZ","Blueberries",22.37,29,435
"2012-02-26","LU","CF","Asparagus",33.54,16,240
"2012-02-26","SJ","ZW","Green Onions",10.43,49,735
"2012-02-27","GW","KZ","Avocados",72.16,84,588
"2012-02-27","IN","EH","Radicchio",84.51,35,525
"2012-02-28","PT","VN","Onions",32.42,65,650
"2012-02-28","PS","WF","Cape Gooseberries",14.19,93,1209
"2012-02-28","SI","NL","Onions",46.69,83,1245
"2012-02-28","KR","JO","Leafy Greens",89.51,75,525
"2012-02-29","CO","BG","Papayas",24.96,46,506
"2012-02-29","PN","GN","nan",68.89,61,366
"2012-02-29","AI","AI","Golden Kiwifruit",89.76,84,588
"2012-02-29","FK","CO","Papayas",18.28,96,1344
"2012-02-29","IQ","WS","Nectarines",70.09,59,590
"2012-02-29","MD","MX","Endive",85.11,65,520
"2012-02-29","WS","JO","Watermelon",69.91,53,371
"2012-03-01","PY","US","Purple Grapes",2.25,4,60
"2012-03-01","GH","KR","Papayas",59.93,67,603
"2012-03-01","TK","AT","Rhubarb",18.52,87,1218
"2012-03-02","CZ","KG","Carrots",45.96,4,52
"2012-03-02","TL","LY","Jicama",47.26,96,768
"2012-03-02","CF","IS","Cantaloupe",83.23,34,476
"2012-03-03","MQ","FI","Sweet Corn",22.86,26,156
"2012-03-03","IM","KE","Radicchio",94.82,80,560
"2012-03-03","AU","MC","Purple Peppers",9.44,55,605
"2012-03-03","BH","CV","Red Apples",60.61,38,342
"2012-03-04","MR","NI","nan",2.8,39,507
"2012-03-04","SA","LA","Pineapples",44.65,43,473
"2012-03-05","TC","CC","Yellow Pears",78.68,25,125
"2012-03-05","JM","SG","Celery",48.52,3,15
"2012-03-06","CG","VE","Shallots",44.54,85,680
"2012-03-06","OM","UM","Purple Grapes",89.32,17,102
"2012-03-06","GE","PE","White Corn",21.92,55,275
"2012-03-06","KW","NI","Green Onions",94.44,11,110
"2012-03-06","BZ","MM","Asparagus",79.48,98,1274
"2012-03-06","ID","PN","Celery",39.59,38,228
"2012-03-07","NC","SZ","Carrots",68.84,6,42
"2012-03-07","TF","CY","Tomatoes",42.71,23,138
"2012-03-07","BJ","SE","Yellow Watermelon",83.78,92,1380
"2012-03-07","MN","NF","Purple Grapes",89.25,91,819
