date;origin_country;destination_country;product;duration;units;amount
20120208;29;50;96;15.65;39;351
20120209;195;86;51;41.59;12;72
20120209;135;136;7;92.4;39;234
20120209;170;171;72;87.15;62;930
20120210;76;103;78;23.2;3;27
20120210;80;81;117;28.03;15;150
20120211;66;194;97;19.97;88;528
20120211;234;164;32;53.67;87;957
20120211;154;68;28;12.09;2;30
20120211;58;15;5;10.78;17;221
20120211;65;249;50;14.23;46;414
20120211;97;74;104;22.06;16;192
20120212;181;188;32;8.94;31;341
20120213;94;136;36;74.97;27;378
20120213;55;38;82;95.0;87;870
20120213;6;34;13;56.04;91;1365
20120213;5;77;35;44.36;76;760
20120214;176;66;66;50.2;74;666
20120215;149;96;38;51.39;61;854
20120215;204;83;66;86.13;71;426
20120216;163;211;102;1.67;69;414
20120216;117;53;64;49.65;44;352
20120217;2;169;16;80.18;56;784
20120218;205;84;3;10.29;13;169
20120218;143;102;40;58.68;32;256
20120218;213;185;106;5.28;79;790
20120218;247;235;20;21.3;41;533
20120218;90;99;101;94.63;12;120
20120218;58;26;104;96.89;93;930
20120218;194;89;20;68.92;58;754
20120219;58;124;14;17.35;17;85
20120220;168;61;107;97.01;93;651
20120220;212;139;73;90.54;76;684
20120221;150;204;20;3.11;30;240
20120221;233;208;43;32.05;66;858
20120221;167;58;6;12.43;92;1196
20120221;194;0;50;45.59;44;440
20120221;217;141;67;17.75;52;364
20120222;111;53;117;91.78;65;650
20120222;212;137;113;21.59;20;180
20120223;189;184;69;15.53;81;972
20120223;111;212;74;40.11;56;392
20120223;180;150;73;60.34;33;297
20120224;121;95;67;26.23;44;308
20120224;174;59;80;37.08;11;55
20120224;80;199;62;14.0;28;364
20120225;47;34;67;34.41;31;465
20120225;37;119;110;57.2;17;221
20120225;130;22;102;22.37;29;435
20120226;130;42;77;33.54;16;240
20120226;213;248;92;10.43;49;735
20120227;94;115;68;72.16;84;588
20120227;103;245;15;84.51;35;525
20120228;177;241;62;32.42;65;650
20120228;169;244;22;14.19;93;1209
20120228;203;156;62;46.69;83;1245
20120228;119;114;89;89.51;75;525
20120229;48;34;31;24.96;46;506
20120229;175;93;0;68.89;61;366
20120229;7;7;26;89.76;84;588
20120229;72;48;31;18.28;96;1344
20120229;106;192;29;70.09;59;590
20120229;145;143;88;85.11;65;520
20120229;192;114;11;69.91;53;371
20120301;172;236;109;2.25;4;60
20120301;84;119;31;59.93;67;603
20120301;223;14;18;18.52;87;1218
20120302;58;121;40;45.96;4;52
20120302;221;127;59;47.26;96;768
20120302;42;102;23;83.23;34;476
20120303;139;75;46;22.86;26;156
20120303;108;116;15;94.82;80;560
20120303;13;146;118;9.44;55;605
20120303;17;37;1;60.61;38;342
20120304;140;159;0;2.8;39;507
20120304;195;122;35;44.65;43;473
20120305;229;47;33;78.68;25;125
20120305;111;200;85;48.52;3;15
20120306;51;240;65;44.54;85;680
20120306;166;235;109;89.32;17;102
20120306;82;173;67;21.92;55;275
20120306;120;159;92;94.44;11;110
20120306;22;152;77;79.48;98;1274
20120306;104;175;85;39.59;38;228
20120307;157;70;40;68.84;6;42
20120307;79;57;19;42.71;23;138
20120307;23;214;37;83.78;92;1380
20120307;147;163;109;89.25;91;819
20120308;63;58;14;21.84;64;896
20120308;239;62;113;2.43;86;1118
20120308;54;184;111;31.05;70;840
20120308;119;44;115;98.32;91;1183
20120309;150;66;40;2.64;47;423
20120309;13;216;4;37.37;67;737
20120309;162;227;31;53.76;46;506
20120309;170;64;34;54.4;15;210
20120310;152;196;34;65.54;4;28
20120310;57;92;1;29.78;26;390
20120310;63;70;70;18.03;13;182
20120310;213;151;28;53.03;56;840
20120310;133;79;38;55.27;74;444
20120310;164;203;31;91.18;61;549
20120311;17;228;27;71.77;5;30
20120312;7;27;5;42.65;15;210
20120312;186;86;41;99.15;51;255
20120312;3;211;11;32.72;9;54
20120313;41;132;108;59.06;2;10
20120314;28;68;24;94.14;20;200
20120316;94;129;7;50.51;72;792
20120316;121;33;96;53.75;26;130
20120316;124;92;76;31.24;95;1235
20120317;108;66;49;50.65;50;400
20120317;108;85;62;72.84;82;902
20120317;241;49;85;45.51;97;679
20120318;190;162;3;24.4;75;1050
20120318;23;1;43;51.02;56;784
20120318;12;124;56;29.94;3;42
20120318;184;31;7;41.55;12;72
20120319;151;93;46;67.77;83;415
20120319;212;75;98;51.74;21;189
20120320;137;13;68;80.18;23;253
20120320;0;208;65;99.29;40;440
20120320;97;111;107;44.65;81;810
20120321;181;217;3;21.65;6;36
20120321;21;203;88;47.19;3;15
20120321;174;48;120;30.62;39;468
20120321;117;17;76;49.73;38;418
20120322;230;91;11;56.69;90;990
20120322;128;102;49;83.88;81;405
20120322;84;204;85;67.02;46;230
20120322;185;98;0;0.99;76;988
20120323;23;235;53;46.7;42;546
20120323;18;74;0;83.83;10;110
20120323;21;112;39;34.59;88;1056
20120324;107;232;80;3.17;83;913
20120325;79;181;45;11.84;59;826
20120325;96;202;108;41.31;42;210
20120326;46;59;63;9.39;30;150
20120326;229;200;101;24.77;88;528
20120326;223;125;56;70.8;12;144
20120327;207;2;17;79.81;98;1176
20120327;188;36;75;14.05;36;432
20120328;0;155;51;54.44;3;36
20120328;98;0;110;32.35;80;400
20120329;207;38;53;94.14;73;438
20120329;43;200;18;46.49;26;364
20120329;166;2;30;53.93;3;36
20120329;58;241;72;59.53;5;40
20120330;220;5;71;93.53;8;96
20120330;186;147;91;31.15;30;210
20120330;194;176;2;77.89;86;1032
20120330;88;164;99;94.4;27;351
20120330;14;47;81;18.57;1;9
20120401;32;163;32;15.06;76;988
20120401;180;221;53;45.06;20;100
20120402;199;233;50;49.17;48;720
20120402;165;74;37;88.05;4;28
20120402;182;236;98;91.83;34;476
20120403;238;126;85;35.35;82;820
20120403;13;109;73;46.51;80;960
20120404;3;0;73;29.2;41;574
20120404;191;11;95;71.88;58;290
20120405;179;193;69;17.72;5;70
20120405;130;230;9;74.53;4;28
20120405;111;11;18;63.75;59;354
20120405;99;58;42;46.45;70;490
20120405;129;130;94;72.61;81;810
20120406;225;27;18;25.31;63;441
20120406;73;114;68;31.73;51;561
20120406;150;89;11;29.61;19;133
20120406;245;195;61;64.35;27;135
20120407;230;229;57;39.33;21;126
20120407;136;244;116;91.11;35;490
20120407;225;60;97;88.99;54;594
20120408;54;220;114;76.67;71;497
20120408;137;111;51;77.17;84;672
20120409;68;244;30;53.73;1;11
20120410;193;105;101;41.62;7;91
20120410;218;32;27;14.46;68;544
20120410;172;91;3;9.97;11;55
20120410;240;202;108;30.14;87;696
20120411;0;19;107;60.25;37;555
20120412;67;99;108;70.35;16;176
20120412;95;187;88;30.11;34;442
20120413;38;89;24;79.73;91;1365
20120413;166;2;18;50.64;2;28
20120414;42;246;43;26.79;52;260
20120414;183;126;44;79.19;59;531
20120414;22;49;119;58.51;34;306
20120415;173;105;35;27.48;31;248
20120415;99;53;83;20.16;6;48
20120416;182;122;64;47.26;66;792
20120416;33;96;38;78.63;89;1068
20120417;176;74;91;7.58;93;651
20120417;55;216;97;9.59;84;1008
20120417;131;171;1;8.48;82;984
20120417;182;55;11;86.77;11;55
20120417;227;183;68;62.19;8;120
20120418;155;87;11;66.84;24;168
20120419;198;143;96;63.51;6;66
20120419;168;152;45;3.7;33;429
20120420;190;84;103;61.83;70;1050
20120420;156;158;53;12.52;2;16
20120421;45;56;53;95.28;13;78
20120422;16;139;78;64.5;36;540
20120422;16;80;66;81.14;58;464
20120422;137;184;45;54.76;93;651
20120423;249;55;43;40.45;14;196
20120424;0;58;52;11.95;8;48
20120424;24;56;35;90.33;62;744
20120424;169;236;17;67.87;19;266
20120425;180;1;14;14.8;78;858
20120425;114;161;33;33.03;40;520
20120425;47;238;31;24.07;24;336
20120426;114;69;5;4.68;71;923
20120426;91;190;73;91.86;14;196
20120427;188;23;69;93.92;43;516
20120428;19;166;112;98.52;34;510
20120428;91;148;47;65.62;44;264
20120428;63;154;40;99.2;74;1110
20120428;0;4;27;51.51;39;351
20120430;233;71;67;64.18;41;574
20120430;175;166;112;18.25;80;480
20120501;226;219;5;31.54;37;370
20120501;193;73;19;63.39;68;1020
20120501;218;192;21;8.39;6;54
20120502;36;65;21;22.6;97;873
20120502;124;173;20;60.37;53;318
20120502;0;162;49;18.38;2;18
20120502;56;63;5;50.7;37;259
20120502;127;218;72;18.59;19;190
20120502;87;134;10;74.19;81;810
20120502;20;151;18;96.61;64;768
20120503;63;201;55;74.04;39;273
20120503;183;123;6;93.34;34;374
20120504;203;244;6;27.78;5;55
20120505;99;201;58;40.37;54;270
20120505;7;81;42;10.88;13;78
20120505;85;39;6;93.63;23;253
20120506;141;124;53;55.66;14;196
20120506;32;183;78;29.01;44;308
20120506;227;212;51;18.47;37;481
20120507;112;161;24;45.82;50;500
20120507;244;176;94;99.63;79;790
20120507;223;31;95;55.25;8;72
20120507;110;101;61;93.6;24;336
20120507;115;122;71;89.46;60;660
20120508;206;1;50;24.95;41;246
20120509;169;85;38;2.51;71;355
20120509;65;136;117;5.66;80;560
20120509;108;243;34;96.93;19;209
20120511;80;177;40;35.48;24;264
20120511;247;152;44;51.83;86;688
20120511;81;148;24;34.68;62;434
20120511;219;47;117;42.29;35;490
20120512;35;207;88;36.06;95;950
20120512;92;26;35;37.72;32;480
20120512;144;128;95;71.06;77;693
20120513;54;133;47;95.88;10;80
20120514;19;156;108;1.29;23;161
20120514;152;150;39;51.69;58;290
20120514;215;80;103;2.89;71;852
20120515;247;75;47;45.04;22;308
20120515;136;203;37;87.44;93;1116
20120515;165;208;100;15.32;74;888
20120516;23;142;87;52.11;10;70
20120516;26;78;19;46.82;36;360
20120518;239;38;90;23.49;59;767
20120518;229;183;75;38.82;70;840
20120518;57;0;57;41.51;19;285
20120518;10;235;66;85.1;90;720
20120519;68;78;73;40.67;12;156
20120520;193;231;98;22.83;59;590
20120520;201;116;103;15.73;39;273
20120520;174;204;70;29.63;14;112
20120521;33;0;51;22.61;14;196
20120521;18;93;2;71.41;75;375
20120521;20;122;0;54.64;81;810
20120521;168;126;99;11.65;33;363
20120522;183;172;40;14.89;39;468
20120524;50;38;29;84.96;21;315
20120524;27;0;43;0.74;73;949
20120524;47;195;24;73.52;93;1116
20120525;118;12;5;84.64;31;403
20120525;170;84;81;31.01;44;660
20120525;177;191;64;79.25;1;12
20120525;33;150;87;29.6;63;504
20120526;31;154;18;50.45;74;370
20120527;196;0;52;5.02;52;676
20120527;180;5;15;74.89;5;35
20120527;249;206;116;83.45;48;432
20120527;95;225;119;83.52;95;855
20120527;125;102;89;18.79;9;117
20120527;71;169;118;65.32;30;420
20120527;114;120;101;43.4;97;1261
20120528;245;248;89;95.99;88;1144
20120528;135;24;94;86.91;6;66
20120529;47;69;7;41.2;27;297
20120530;73;48;103;4.63;49;490
20120530;66;229;82;49.28;81;405
20120530;68;49;37;62.74;73;438
20120530;22;91;11;54.9;25;125
20120530;22;210;68;75.32;15;90
20120531;55;21;22;87.21;32;288
20120531;233;234;33;77.44;70;420
20120601;103;91;12;29.95;43;258
20120601;120;169;94;7.79;2;20
20120601;59;12;94;40.66;79;553
20120602;137;24;11;15.11;87;870
20120602;0;50;92;16.83;87;1131
20120602;237;244;111;43.56;35;210
20120602;168;136;15;62.48;47;705
20120602;190;233;20;93.12;65;390
20120602;50;78;77;82.85;13;143
20120603;40;166;49;67.47;34;272
20120603;228;139;37;23.26;37;481
20120603;174;46;53;23.84;95;570
20120604;23;174;50;49.92;89;712
20120606;84;158;88;71.78;39;429
20120606;33;119;60;50.43;37;518
20120606;213;22;6;8.02;67;402
20120607;76;120;25;43.7;52;468
20120607;248;18;94;51.69;91;546
20120607;79;247;57;68.71;57;456
20120607;136;50;0;72.17;26;208
20120607;117;141;28;74.78;35;490
20120608;191;228;104;43.07;26;312
20120608;155;130;22;80.29;84;1008
20120609;186;52;42;80.66;95;760
20120609;76;96;113;12.68;88;528
20120609;181;42;119;74.06;17;136
20120610;20;224;82;12.21;57;399
20120610;58;7;66;44.29;88;880
20120610;108;40;55;89.11;25;275
20120611;140;17;50;23.31;30;210
20120611;53;0;85;27.36;78;1092
20120611;101;120;71;36.83;60;360
20120611;76;25;77;24.9;34;204
20120612;203;79;26;47.17;3;30
20120612;73;47;36;93.78;61;305
20120614;97;28;118;21.47;22;308
20120614;164;11;32;99.89;41;574
20120614;236;53;99;10.82;71;923
20120614;222;158;16;9.67;31;155
20120614;198;22;39;36.46;92;1380
20120615;100;189;89;51.75;80;400
20120616;31;170;45;64.59;32;384
20120616;51;47;47;71.38;21;168
20120617;199;243;83;54.57;54;378
20120618;38;213;32;80.11;27;162
20120618;182;90;38;97.66;96;768
20120619;2;196;11;0.95;4;52
20120619;88;168;18;51.88;88;1320
20120620;0;17;61;64.09;88;1232
20120621;238;61;89;73.63;85;680
20120621;122;51;87;48.14;59;531
20120622;3;108;29;98.3;83;498
20120623;54;137;62;57.65;64;576
20120623;29;242;24;79.23;77;1155
20120623;52;213;84;4.85;97;1261
20120623;194;131;7;53.33;48;624
20120623;232;192;7;10.07;19;95
20120623;35;182;21;90.91;94;1316
20120623;143;216;48;43.65;80;400
20120624;81;239;100;18.61;13;117
20120624;211;215;16;17.66;70;1050
20120625;125;115;27;33.38;48;576
20120625;191;195;45;31.98;35;420
20120626;100;16;88;79.36;96;1056
20120626;111;135;87;51.72;27;297
20120626;39;89;61;37.07;85;765
20120626;37;221;29;48.58;41;533
20120627;28;94;48;82.79;18;198
20120627;104;129;36;66.22;60;540
20120627;158;174;73;51.46;19;95
20120628;176;212;52;31.05;77;539
20120628;177;0;33;77.69;40;400
20120629;24;28;77;7.71;98;1078
20120629;205;94;95;54.88;64;448
20120630;112;205;64;79.0;31;310
20120630;205;208;31;33.88;52;416
20120701;128;4;18;85.17;90;1080
20120701;40;109;109;96.85;44;396
20120702;35;114;96;13.35;96;1440
20120702;195;135;90;47.06;95;1425
20120702;135;142;31;23.53;96;1248
20120702;89;61;13;38.03;19;152
20120702;72;247;87;35.68;8;96
20120703;249;146;113;8.51;49;392
20120703;95;248;70;61.2;41;205
20120703;110;247;35;37.86;42;252
20120706;45;142;56;90.51;51;459
20120706;179;135;67;79.53;31;248
20120706;63;108;22;63.97;34;204
20120706;161;224;90;66.79;79;711
20120707;179;50;41;56.82;13;130
20120707;53;79;99;7.28;11;110
20120707;62;77;24;12.42;8;64
20120707;77;215;104;44.15;56;840
20120708;145;220;84;71.03;38;190
20120708;56;186;55;13.42;35;175
20120709;61;36;13;39.01;72;1008
20120709;238;69;94;32.7;36;324
20120709;94;50;24;46.45;16;112
20120709;0;25;80;87.85;34;510
20120710;83;60;21;67.71;86;1290
20120710;52;49;7;71.09;98;784
20120710;194;193;38;88.29;45;315
20120711;43;108;22;61.35;65;715
20120711;85;7;81;44.68;90;720
20120711;190;0;51;82.41;39;468
20120712;72;224;30;42.91;7;84
20120712;189;17;45;47.31;53;742
20120712;146;183;19;68.62;72;864
20120712;242;64;70;95.46;71;923
20120713;229;129;94;6.68;69;690
20120713;61;202;62;27.38;62;434
20120714;2;23;50;86.9;60;360
20120714;154;55;74;43.28;52;312
20120716;142;132;110;36.56;4;44
20120716;228;185;64;3.8;24;168
20120716;85;6;44;39.66;69;1035
20120717;94;213;90;1.58;67;871
20120717;18;16;69;92.25;88;528
20120717;189;203;4;81.84;15;180
20120718;203;182;51;34.08;46;368
20120718;72;213;78;53.61;97;776
20120718;141;192;14;67.86;89;712
20120718;109;219;5;6.26;45;270
20120718;53;21;76;95.66;52;416
20120719;5;41;82;4.25;12;168
20120719;100;154;38;85.77;27;135
20120721;85;246;82;98.72;45;270
20120722;233;33;120;27.03;32;160
20120722;183;159;70;75.48;20;220
20120722;112;32;120;66.94;27;351
20120722;184;204;12;30.4;28;364
20120722;14;42;101;34.79;86;1118
20120722;92;93;57;49.28;60;900
20120722;103;193;35;11.07;84;1260
20120723;193;178;67;2.42;77;1078
20120723;20;221;51;40.75;97;1358
20120723;28;214;20;56.67;9;45
20120723;0;71;27;50.54;92;1288
20120723;220;168;83;19.97;64;576
20120724;214;181;60;14.15;90;810
20120724;222;212;23;32.72;77;847
20120724;130;200;37;76.07;35;245
20120725;148;151;50;67.85;12;132
20120725;229;145;83;43.27;17;187
20120726;98;3;44;19.0;78;1092
20120728;206;166;33;80.46;1;11
20120728;229;231;113;72.54;34;306
20120728;159;81;19;11.87;18;252
20120728;210;46;10;1.53;14;84
20120729;183;215;120;98.44;21;210
20120729;148;32;0;36.55;60;840
20120729;71;106;15;26.46;13;104
20120730;181;207;86;58.78;46;506
20120730;167;3;55;98.6;49;343
20120730;131;232;35;36.5;1;15
20120730;222;24;75;34.98;61;732
20120731;216;74;50;34.96;27;162
20120801;63;142;80;40.19;94;846
20120801;118;123;113;63.0;21;210
20120801;19;129;112;70.62;74;444
20120802;224;63;69;54.03;18;162
20120802;183;124;111;80.51;68;816
20120802;57;65;32;64.39;17;255
20120802;122;178;1;96.98;93;558
20120802;114;20;39;62.32;87;1305
20120803;193;214;89;23.32;28;252
20120803;38;185;53;19.95;45;360
20120803;5;12;16;90.84;20;260
20120803;73;22;66;22.84;24;240
20120803;196;169;87;60.65;63;693
20120804;201;154;42;35.79;75;1050
20120804;15;223;28;62.34;75;975
20120804;226;233;88;90.16;1;13
20120805;196;139;3;22.1;96;1440
20120806;183;220;43;16.36;59;767
20120806;146;234;39;19.77;1;13
20120806;245;235;25;59.95;96;1248
20120807;178;9;114;74.98;37;444
20120807;129;129;74;29.5;91;910
20120807;114;7;79;94.66;90;720
20120807;231;122;16;36.31;39;507
20120807;0;66;5;30.65;23;299
20120807;143;63;75;2.62;49;441
20120808;151;226;78;24.29;32;160
20120808;242;216;93;7.95;61;549
20120808;78;223;67;39.04;95;1045
20120808;58;6;63;59.37;19;209
20120808;22;141;108;48.34;83;830
20120809;168;238;79;73.4;24;216
20120809;222;176;47;54.74;45;585
20120809;126;13;100;77.8;78;1014
20120810;45;207;24;48.51;43;473
20120811;148;57;114;16.93;49;343
20120811;200;134;69;66.28;27;297
20120811;175;99;107;44.96;91;546
20120811;80;165;114;79.62;30;390
20120812;158;235;80;78.01;11;165
20120812;78;37;12;19.43;57;741
20120812;118;151;82;40.22;58;290
20120813;235;14;94;9.58;62;806
20120813;119;62;86;72.65;26;338
20120813;81;3;88;30.06;10;60
20120814;50;36;120;72.45;23;161
20120814;129;115;38;61.37;44;572
20120814;105;212;74;68.9;80;960
20120814;98;238;105;53.82;16;176
20120814;224;247;85;90.94;47;470
20120815;242;99;65;85.01;78;1170
20120815;215;95;71;56.85;74;592
20120815;128;46;66;28.52;33;330
20120815;81;140;103;63.98;87;870
20120816;43;66;16;93.24;98;980
20120816;105;40;24;32.26;72;504
20120816;60;185;92;39.58;11;55
20120817;17;70;24;84.66;1;10
20120817;68;63;76;30.05;92;460
20120818;135;158;111;46.23;97;970
20120819;98;53;79;94.87;1;13
20120819;63;185;41;0.39;11;55
20120820;112;227;67;59.24;2;30
20120820;99;6;28;14.03;91;1092
20120821;154;209;31;92.33;4;60
20120821;235;55;20;90.26;52;312
20120822;2;39;29;80.26;11;154
20120822;151;230;15;12.54;99;1188
20120822;226;157;54;39.35;69;345
20120824;12;204;55;93.28;23;115
20120824;93;126;58;50.73;17;204
20120824;183;34;108;8.89;11;99
20120824;169;8;90;74.02;74;592
20120824;207;129;30;0.86;9;45
20120824;201;211;27;22.8;23;115
20120825;185;127;24;12.49;64;576
20120825;92;142;50;33.17;31;341
20120825;185;38;11;41.93;73;803
20120826;205;220;1;54.9;20;240
20120827;49;185;99;17.94;43;344
20120828;226;241;45;33.79;92;1012
20120828;126;185;14;59.99;95;760
20120828;185;36;40;97.18;75;1050
20120828;11;70;0;68.93;16;192
20120828;60;156;6;95.14;40;520
20120830;144;59;31;95.8;60;720
20120830;106;72;107;81.85;26;364
20120831;39;16;44;75.93;91;728
20120831;192;41;93;88.1;26;286
20120831;50;98;79;20.17;46;230
20120831;227;152;85;46.23;43;215
20120831;0;243;50;87.65;7;98
20120901;139;167;73;95.17;63;567
20120901;77;114;65;42.67;39;390
20120901;3;15;26;94.26;56;616
20120902;139;107;23;4.09;91;637
20120903;139;60;57;33.62;55;385
20120903;242;35;99;71.41;53;583
20120904;156;227;12;97.38;11;143
20120904;198;42;50;24.0;19;266
20120904;42;219;65;44.65;11;143
20120904;90;223;34;2.7;35;210
20120904;35;57;114;4.03;81;1215
20120905;190;248;103;64.94;52;364
20120905;150;67;93;1.43;3;42
20120905;184;97;29;34.55;48;480
20120905;142;117;28;43.53;15;195
20120906;27;50;13;33.61;11;110
20120906;58;115;79;74.32;70;420
20120906;206;241;84;65.04;6;84
20120907;25;35;97;35.73;40;200
20120907;179;178;25;88.44;20;160
20120907;170;215;75;5.6;66;396
20120907;185;54;101;41.5;28;224
20120907;225;213;71;82.67;87;1044
20120908;162;204;64;37.5;48;672
20120908;106;64;105;68.48;88;1144
20120908;223;119;57;92.19;4;56
20120908;130;238;116;94.57;3;15
20120908;157;187;20;71.42;82;410
20120909;189;154;7;34.26;66;924
20120909;23;93;68;65.32;85;425
20120909;186;73;95;85.66;19;171
20120910;233;94;32;73.0;53;636
20120910;144;162;10;73.5;88;1320
20120910;210;32;41;19.87;37;518
20120911;197;24;60;37.39;42;546
20120911;51;240;45;89.43;22;220
20120911;221;200;113;8.52;53;371
20120911;156;156;67;22.02;70;420
20120912;71;238;40;73.11;50;450
20120912;179;202;120;44.78;89;1335
20120912;184;94;47;80.63;87;957
20120912;104;38;38;45.44;10;90
20120913;179;3;94;27.21;63;504
20120913;165;8;81;13.9;58;812
20120913;51;200;99;48.84;56;672
20120914;112;78;78;2.73;47;705
20120915;29;141;115;84.83;84;756
20120915;42;225;119;49.86;49;294
20120915;148;35;18;85.26;54;486
20120915;163;20;33;38.42;86;946
20120916;4;24;114;97.4;82;1148
20120916;105;184;17;44.29;49;735
20120917;28;203;19;11.13;34;374
20120917;211;121;117;22.69;61;488
20120917;214;181;63;60.05;13;78
20120917;143;117;26;76.41;79;869
20120917;240;71;26;72.78;91;1092
20120918;12;66;77;28.3;84;420
20120918;183;6;79;17.84;62;558
20120918;16;239;29;53.81;6;48
20120919;122;201;83;37.75;39;234
20120919;183;249;93;57.42;42;420
20120919;0;87;1;67.94;99;1188
20120920;188;167;49;74.81;5;55
20120920;0;219;42;12.85;82;902
20120921;197;39;114;40.57;28;392
20120921;61;43;32;66.89;76;608
20120922;35;212;36;70.83;24;144
20120922;84;71;120;29.58;33;264
20120922;1;48;119;20.4;45;360
20120922;37;123;106;93.02;1;13
20120922;109;22;111;63.34;84;1092
20120923;8;175;114;7.97;64;896
20120923;132;41;66;82.05;72;720
20120923;186;92;64;97.6;98;882
20120924;15;74;65;99.68;10;50
20120924;187;129;82;42.73;5;50
20120924;213;146;32;9.85;46;414
20120924;229;32;59;97.62;89;1246
20120925;76;221;112;53.69;33;429
20120925;157;30;111;54.86;55;330
20120926;79;133;88;69.42;18;180
20120927;129;236;107;42.22;52;728
20120927;180;10;89;18.54;18;108
20120927;65;189;68;73.5;33;165
20120928;21;171;70;78.27;78;780
20120929;94;241;55;65.96;38;190
20120929;72;223;36;12.4;29;203
20120929;165;7;90;33.57;62;372
20120929;246;170;12;18.78;11;121
20120930;36;64;60;99.99;5;65
20120930;63;36;88;86.58;59;354
20120930;69;12;62;81.77;73;438
20121001;177;140;86;71.73;38;570
20121001;70;179;51;64.7;57;342
20121002;113;235;88;30.47;32;192
20121003;32;44;68;38.83;20;160
20121004;160;115;12;33.2;65;585
20121004;114;66;31;42.46;90;540
20121005;220;6;75;33.73;49;686
20121005;123;2;40;91.75;76;988
20121005;211;86;32;63.86;63;504
20121005;204;3;80;51.97;85;425
20121005;65;89;112;39.68;45;315
20121005;48;25;1;82.46;21;294
20121006;202;228;48;87.64;85;680
20121006;240;111;0;91.2;19;133
20121006;14;61;103;69.41;21;315
20121007;190;97;39;58.78;23;322
20121007;46;200;104;45.16;13;130
20121007;63;210;106;60.19;87;1131
20121007;164;54;68;61.21;3;27
20121007;99;101;96;88.22;52;676
20121007;178;8;0;94.29;20;260
20121008;192;87;9;61.33;88;1144
20121008;102;120;51;0.82;76;380
20121008;35;218;88;62.45;74;370
20121008;237;223;80;6.92;19;247
20121008;248;204;96;0.85;53;636
20121008;21;245;8;79.15;58;638
20121009;99;227;102;77.48;42;504
20121010;193;177;39;53.93;67;402
20121010;49;44;16;87.24;65;845
20121010;114;92;90;55.0;24;312
20121010;151;4;98;11.76;62;496
20121011;140;173;89;58.56;92;1288
20121011;128;114;84;14.49;55;550
20121011;91;144;59;40.23;55;275
20121012;148;56;24;30.41;20;280
20121014;202;91;1;3.28;15;75
20121014;107;60;51;64.69;63;819
20121014;233;124;72;64.43;71;426
20121014;97;39;11;23.91;1;5
20121014;245;190;80;65.01;92;736
20121015;130;27;53;72.13;74;814
20121015;71;246;7;81.05;39;195
20121016;75;192;9;31.33;86;430
20121016;11;92;87;56.76;41;574
20121016;28;81;118;31.82;15;105
20121017;161;100;11;6.49;83;415
20121017;230;89;66;81.71;17;136
20121017;217;121;95;37.31;64;512
20121017;186;136;95;29.84;50;650
20121017;56;221;88;69.44;60;900
20121017;219;92;60;68.82;28;336
20121018;105;81;116;34.94;43;602
20121018;126;107;23;26.56;41;492
20121018;223;179;105;56.17;53;477
20121018;30;117;58;59.17;79;1106
20121018;123;104;87;5.22;51;510
20121018;106;128;72;14.96;52;520
20121019;218;5;102;32.05;45;540
20121019;112;248;66;92.78;77;924
20121020;221;130;90;52.29;72;504
20121020;150;219;2;41.01;33;462
20121020;8;103;100;41.64;38;190
20121021;20;109;23;23.11;5;50
20121021;26;207;35;50.15;21;189
20121021;240;47;103;91.28;34;374
20121021;190;138;94;95.61;40;560
20121022;113;124;114;90.93;59;885
20121022;20;222;1;72.83;28;420
20121022;79;33;115;36.49;45;540
20121023;117;207;30;16.02;19;247
20121024;0;14;112;32.05;18;270
20121024;93;187;15;75.11;70;910
20121024;168;123;28;72.89;49;539
20121024;188;26;95;81.69;26;390
20121024;130;105;119;96.62;21;147
20121025;155;107;79;70.64;58;638
20121025;187;120;118;70.95;33;462
20121025;90;81;31;76.8;29;406
20121026;197;1;114;17.95;22;264
20121026;77;28;13;27.39;21;189
20121027;55;134;76;14.03;94;752
20121027;152;118;32;54.13;53;530
20121027;123;140;61;42.01;81;1053
20121027;245;149;3;51.2;13;143
20121028;190;70;72;95.26;65;390
20121028;212;49;72;21.88;44;528
20121028;80;60;79;59.07;56;336
20121029;177;36;86;88.02;32;352
20121029;11;17;9;58.41;7;42
20121029;53;29;94;10.6;56;728
20121030;23;93;76;34.74;66;726
20121031;186;142;108;91.2;92;1196
20121031;197;17;107;88.08;13;169
20121031;230;50;60;33.11;78;468
20121101;172;248;78;59.79;17;204
20121101;149;23;111;2.47;33;330
20121102;103;136;110;37.08;57;570
20121102;248;29;117;39.9;82;1148
20121102;231;199;13;38.06;99;693
20121102;246;100;102;5.05;44;440
20121103;0;198;116;11.06;90;720
20121103;247;43;75;42.79;40;320
20121103;32;175;20;17.58;53;371
20121103;72;24;73;6.34;70;630
20121104;66;103;59;62.98;82;1066
20121105;180;98;83;17.86;73;438
20121106;220;166;84;19.13;15;210
20121107;129;148;85;96.55;34;510
20121107;8;249;39;22.42;48;240
20121108;89;34;87;6.19;75;750
20121108;41;227;11;70.11;17;153
20121108;244;59;115;2.6;55;715
20121108;45;49;48;83.22;30;330
20121108;46;63;109;62.74;86;860
20121109;23;73;110;68.41;73;803
20121109;121;133;29;80.95;98;686
20121109;42;172;96;15.47;70;700
20121109;58;8;28;27.36;70;700
20121110;182;209;61;18.08;61;671
20121110;77;66;25;26.14;49;392
20121110;245;208;45;12.14;73;1095
20121111;200;179;14;65.03;81;891
20121111;148;193;6;13.51;42;462
